#doc name topic proportion ...
0	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p001.txt	3	0.8257122159577028	0	0.0475660982642397	2	0.04650625836791706	7	0.022048516547734067	5	0.0183987174998334	8	0.013507250709103722	1	0.012118963798881232	4	0.00916430870735256	6	0.004977670147235453	
1	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p002.txt	4	0.4096111539207416	3	0.21377238157747389	0	0.18243963278333383	1	0.08244457761118217	8	0.06614924637470435	7	0.04203424084235442	2	0.00236167173532911	5	9.343200810073628E-4	6	2.527750738732236E-4	
2	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p003.txt	3	0.5160160231241929	0	0.24796942082006365	7	0.1595554576821574	2	0.06567533275382417	1	0.008519481540570787	5	9.04707500964878E-4	8	6.641827635023995E-4	4	4.5063025880878277E-4	6	2.4476355591489685E-4	
3	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p004.txt	3	0.41800212509296275	0	0.3102344049521239	7	0.10017812601318268	2	0.09087807009165169	4	0.07737303585287215	5	0.001251886640503421	8	9.190611635191651E-4	1	8.245992622421308E-4	6	3.38690930941963E-4	
4	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p005.txt	3	0.8352836586787623	2	0.10274527408444405	4	0.033605819491062214	7	0.018573873681477348	0	0.004822861432949223	5	0.0018654980812749407	8	0.001369538408389647	1	0.0012287760662697345	6	5.047000753705455E-4	
5	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p006.txt	0	0.5454701661126589	3	0.28664615348348876	2	0.16079305122518925	7	0.0019489749020502793	5	0.00162635153070077	8	0.0011939711486145062	1	0.0010712537613013615	4	8.100775227486475E-4	6	4.400003132475517E-4	
6	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p007.txt	0	0.3626517292232591	3	0.30305383971182537	4	0.18901822691169862	8	0.0767551888198663	1	0.05779832968794813	2	0.005424406426741621	7	0.0025716993595888875	5	0.0021459933555684537	6	5.805865035035978E-4	
7	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p008.txt	3	0.6593302161639443	0	0.15453995461587136	4	0.14949153010378222	2	0.027297687300925466	7	0.002898569902058653	5	0.0024187554144987434	8	0.0017757072354598878	1	0.0015931985100006928	6	6.54380753458687E-4	
8	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p001.txt	3	0.8257122159577028	0	0.0475660982642397	2	0.04650625836791706	7	0.022048516547734067	5	0.0183987174998334	8	0.013507250709103722	1	0.012118963798881232	4	0.00916430870735256	6	0.004977670147235453	
9	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p002.txt	0	0.32337785224523985	3	0.25164624706147076	2	0.23274326987859142	7	0.1614454238867602	6	0.023320239080566508	5	0.0025829026727380295	8	0.001896214448545262	1	0.0017013198874991802	4	0.0012865308385887038	
10	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p003.txt	0	0.6900898332748369	4	0.1720417241856964	3	0.11714626773804536	2	0.008197791064021605	7	0.0038865550201871092	5	0.0032431945119378463	8	0.0023809616823308715	1	0.002136244381341305	6	8.774281416026445E-4	
11	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p004.txt	0	0.6112909043051864	2	0.3478014094533684	7	0.008998481588131872	3	0.008170016790007173	5	0.007508918811343125	8	0.005512604285599533	1	0.0049460140493069495	4	0.0037401547171001643	6	0.002031495999956293	
12	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p005.txt	0	0.674115816210558	3	0.1944857322123025	2	0.06076677471257376	1	0.05070342085860145	7	0.006452442006729033	5	0.005384337645067834	8	0.0039528623924496315	4	0.0026819115171733098	6	0.001456702444544457	
13	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p006.txt	0	0.8155863274555228	1	0.0978602579402564	8	0.0511096994741046	2	0.013609937630918797	7	0.006452442006729033	3	0.0058583838856826505	5	0.005384337645067834	4	0.0026819115171733098	6	0.001456702444544457	
14	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p007.txt	1	0.4699551793287254	0	0.2717427556625799	7	0.2086436386134672	3	0.032866672686514845	2	0.00843745168344911	5	0.0033380085904603117	8	0.0024505685736463767	4	0.0016626453007417543	6	9.030795604150258E-4	
15	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p008.txt	0	0.5454840209757191	7	0.272452695122036	8	0.1635180102066655	2	0.007757118703861735	3	0.0033390438991279326	5	0.0030688565507880935	1	0.0020214105381691524	4	0.0015285820226468465	6	8.302619809855865E-4	
16	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p009.txt	0	0.4766974844481783	7	0.38898186162653464	5	0.08437024646248764	2	0.021854741509532413	3	0.009407351374949758	8	0.006347478449385556	1	0.005695079124461347	4	0.004306594530316279	6	0.0023391624741541063	
