#doc name topic proportion ...
0	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p001.txt	4	0.725877139166319	13	0.04218109099275695	2	0.04037017659929028	12	0.026652589339399593	6	0.0257425964466584	15	0.020459015208662088	17	0.014362952307087755	1	0.01407628784550428	3	0.01320571208926079	11	0.013057224431865634	7	0.012589621523149205	0	0.01116787159307175	9	0.00950328220183007	16	0.009335876621902642	14	0.007494908212072798	5	0.006302152798957721	8	0.004954118456965592	10	0.002667384165245542	
1	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p002.txt	12	0.3105051654320986	10	0.18717309279714284	6	0.18035146773178556	9	0.08185318682723604	13	0.07557660671390802	3	0.07393195945742508	4	0.05746366120610319	2	0.026685551533117594	15	0.001161257057080587	17	8.15243527462448E-4	1	7.98972405630197E-4	11	7.411301992174722E-4	7	7.145889814647984E-4	0	6.338902223667918E-4	16	5.299058874851426E-4	14	4.2541221875409834E-4	5	3.5771122597784183E-4	8	2.811965757437206E-4	
2	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p003.txt	6	0.5133052029815454	11	0.12672149509647412	12	0.11171839785614512	15	0.09562745977198481	2	0.04159539579933083	13	0.033819713737034005	3	0.032226874395028304	4	0.024152574766987525	1	0.01652426793183777	17	7.895625999672589E-4	7	6.920787655554745E-4	0	6.139220922410844E-4	9	5.22416007730999E-4	16	5.132133603845129E-4	14	4.1201133916736064E-4	5	3.4644299047630295E-4	8	2.7233862271458406E-4	10	1.4663188539472318E-4	
3	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p004.txt	13	0.3402294922124997	6	0.1867756144380581	4	0.18554937482030634	2	0.10091063718459553	9	0.055080618339898475	1	0.044555780560789876	15	0.03416828247164713	16	0.022452265098980746	12	0.012894546606606437	11	0.011862795049849837	17	0.001090003725773228	3	0.0010021808240412806	7	9.554257420694512E-4	0	8.475292116230257E-4	14	5.687882059913464E-4	5	4.7827005788122215E-4	8	3.759677996946103E-4	10	2.0242764969367717E-4	
4	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p005.txt	6	0.5030574159356053	12	0.1966113151476765	13	0.1338236295036066	9	0.11400923643331574	2	0.036814862992761925	15	0.002304145702988692	17	0.001617591780595385	1	0.0015853069085905254	3	0.0014872604793066135	11	0.0014705374262053554	7	0.0014178748116153916	0	0.0012577537618629355	4	0.0010794267734110408	16	0.0010514298847034424	14	8.440953963331808E-4	5	7.097642845071327E-4	8	5.579452695201705E-4	10	3.004075073940235E-4	
5	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p006.txt	13	0.39862336009925736	6	0.2561227695701118	2	0.1448540913716361	12	0.10123987340297048	4	0.05729615553589977	15	0.030188787848623885	17	0.0014124882772656882	1	0.0013842969846373943	3	0.0012986824101491937	11	0.001284079766423516	7	0.0012380945390931043	0	0.0010982761322293065	9	9.345762917425121E-4	16	9.181132126943646E-4	14	7.370678229928404E-4	5	6.197693036738801E-4	8	4.872002701837506E-4	10	2.623171604151475E-4	
6	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p007.txt	6	0.22563182626337877	13	0.20923229676502977	7	0.14982998252953214	9	0.14943087752374584	11	0.11283995588033377	4	0.11239088185601182	2	0.02374565144598431	12	0.0034465367268737297	15	0.0026456246488623736	17	0.0018573220786295603	1	0.001820252524802893	3	0.0017076754209721758	0	0.0014441553545280676	16	0.001207253871104523	14	9.69192001891938E-4	5	8.149527538725498E-4	8	6.406338608899889E-4	10	3.449284935557891E-4	
7	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17890430_GW_Inaug1_p008.txt	6	0.67068432224228	12	0.1706123253945162	13	0.08950407888357262	2	0.02671507119885367	3	0.022763071538814593	15	0.00297646291240214	17	0.0020895822413068694	1	0.0020478770991235987	11	0.0018996195009378795	7	0.0018315906783708702	0	0.0016247485652766782	4	0.0013943882774186001	9	0.0013825771539513077	16	0.0013582222915641778	14	0.0010903905245472352	5	9.168634894238235E-4	8	7.207458277151989E-4	10	3.8806217992450916E-4	
8	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p001.txt	4	0.725877139166319	13	0.04218109099275695	2	0.04037017659929028	12	0.026652589339399593	6	0.0257425964466584	15	0.020459015208662088	17	0.014362952307087755	1	0.01407628784550428	3	0.01320571208926079	11	0.013057224431865634	7	0.012589621523149205	0	0.01116787159307175	9	0.00950328220183007	16	0.009335876621902642	14	0.007494908212072798	5	0.006302152798957721	8	0.004954118456965592	10	0.002667384165245542	
9	file:/Users/dingyi/mallet-2.0.7/speeches_wnl_paragraph/17900108_GW_sotu101_p002.txt	12	0.6266296782875529	4	0.11264694761027334	6	0.0706906610007038	15	0.06987071604473677	8	0.06746455224944625	17	0.024460860382452407	13	0.006545971612582423	2	0.006264940611879163	1	0.0021844617689720774	3	0.0020493594268360974	11	0.002026316021195061	7	0.0019537499662548438	0	0.0017331123662440674	9	0.0014747891544631075	16	0.0014488099266100154	14	0.0011631149228350664	5	9.780143744318494E-4	10	4.1394427253072706E-4	
